MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12,CAPACIDADE_HIDROMETRO_NUM,DATA_INSTALACAO_HIDROMETRO_DT,IDADE_HIDRO_ANOS,RECEITA_TOTAL_12M,VOLUME_TOTAL_12M,MESES_DADOS_AUSENTES,MESES_CONSUMO_ZERO,DIVERGENCIA_VOL,FLAG_ANOMALIA_LEITURA,FLAG_SEM_HIDROMETRO,FLAG_CONSUMO_ZERO,MEDIA_VOL_12M,STD_VOL_12M,FLAG_OUTLIER_EXTREMO,FLAG_DADOS_INCOMPLETOS,SCORE_PRIORIDADE,RECEITA_POTENCIAL_SUBMED,FLAG_CONSUMO_CONSTANTE,FLAG_CONSUMO_IMPLAUSIVEL,VALOR_TOTAL_CALCULADO,DIFERENCA_FATURAMENTO,FLAG_INCONSIST_FATURAMENTO,FLAG_FATURADO_MENOR_REAL,FLAG_VOLUME_LIDO_NEGATIVO,FLAG_VOLUME_REAL_NEGATIVO,FLAG_VOLUME_FATURADO_NEGATIVO,FLAG_VALOR_AGUA_NEGATIVO,FLAG_VALOR_ESGOTO_NEGATIVO,FLAG_VALOR_SERVICOS_NEGATIVO,FLAG_VALOR_IMPOSTOS_NEGATIVO,FLAG_VALOR_DESCONTOS_NEGATIVO,FLAG_VALOR_TOTAL_NEGATIVO,FLAG_VOLUME_NEGATIVO,FLAG_VALOR_NEGATIVO,FLAG_ATIVA_SEM_RECEITA,FLAG_SEM_CATEGORIA,FLAG_DATA_INVALIDA,TOTAL_ECONOMIAS,FLAG_ZERO_ECONOMIAS,FLAG_REAL_MAIOR_LIDO
1371659-0,ATIVA,ATIVA,Y19S048664,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,27/06/2019,RESIDENCIAL,1.0,0.0,0.0,0.0,19.0,19.0,19.0,137.54,110.03,10.8,0.0,0.0,258.37,14.0,14.0,14.0,89.89,71.91,11.46,0.0,0.0,173.26,41.0,41.0,41.0,406.56,325.25,0.0,0.0,0.0,731.81,20.0,20.0,20.0,147.07,117.66,0.0,0.0,0.0,264.73,17.0,17.0,17.0,113.16,90.53,59.85,0.0,0.0,263.54,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,17.0,17.0,17.0,113.16,90.53,4.34,0.0,0.0,208.03,27.0,27.0,27.0,211.26,169.01,12.04,0.0,0.0,392.31,30.0,30.0,30.0,249.21,199.37,18.68,0.0,0.0,467.26,26.0,26.0,26.0,198.61,158.89,18.46,0.0,0.0,375.96,22.0,22.0,22.0,158.66,126.93,32.95,0.0,0.0,318.54,1.0,1.0,10.0,49.46,39.57,6.43,0.0,0.0,95.46,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2019-06-27,6.882956878850103,3891.1300000000006,273.0,0,0,0.0,False,False,False,19.923076923076923,10.29127088411613,False,False,10,465.066,False,False,258.37,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371660-3,ATIVA,ATIVA,Y21S227406,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,29/03/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,6.22,0.0,0.0,99.41,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,49.46,39.57,3.19,0.0,0.0,92.22,9.0,9.0,10.0,49.46,39.57,5.99,0.0,0.0,95.02,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,23.7,0.0,0.0,112.73,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,2.73,0.0,0.0,91.76,34.0,34.0,34.0,299.81,239.85,0.0,0.0,0.0,539.66,10.0,10.0,10.0,49.46,39.57,10.07,0.0,0.0,99.1,1.6,2022-03-29,4.128678986995209,1676.56,154.0,0,0,0.0,False,False,False,10.615384615384615,7.077410797017762,False,False,0,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371681-6,ATIVA,ATIVA,Y21S227138,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,30/03/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,14.0,14.0,14.0,89.89,71.91,18.14,0.0,0.0,179.94,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,10.0,10.0,10.0,49.46,39.57,7.83,0.0,0.0,96.86,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,80.0,80.0,80.0,971.41,777.13,-1312.97,0.0,0.0,435.57,56.0,56.0,56.0,596.05,476.84,-732.58,0.0,0.0,340.31,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,1.6,2022-03-30,4.125941136208077,3059.71,322.0,0,0,0.0,False,False,False,24.76923076923077,20.220261480974333,False,False,0,322.12800000000004,False,False,178.96,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371691-3,ATIVA,ATIVA,A23AA0210832,MULTIJATO,MARCA A,"1,5",3/4,CLASSE B,09/01/2024,RESIDENCIAL,1.0,0.0,0.0,0.0,38.0,38.0,38.0,366.84,293.47,29.65,0.0,0.0,689.96,34.0,34.0,34.0,313.88,251.1,27.31,0.0,0.0,592.29,42.0,42.0,42.0,419.8,335.84,22.68,0.0,0.0,778.32,37.0,37.0,37.0,353.6,282.88,0.0,0.0,0.0,636.48,41.0,41.0,41.0,388.36,310.69,24.37,0.0,0.0,723.42,38.0,38.0,38.0,350.41,280.33,0.0,0.0,0.0,630.74,35.0,35.0,35.0,312.46,249.97,14.34,0.0,0.0,576.77,39.0,39.0,39.0,363.06,290.45,17.45,0.0,0.0,670.96,35.0,35.0,35.0,312.46,249.97,11.22,0.0,0.0,573.65,32.0,32.0,32.0,274.51,219.61,98.06,0.0,0.0,592.18,29.0,29.0,29.0,236.56,189.25,23.19,0.0,0.0,449.0,27.0,27.0,27.0,211.26,169.01,22.68,0.0,0.0,402.95,39.0,39.0,39.0,363.06,290.45,16.61,0.0,0.0,670.12,1.5,2024-01-09,2.346338124572211,7986.839999999999,466.0,0,0,0.0,False,False,False,35.84615384615385,4.469268281761454,False,False,0,1241.9279999999999,False,False,689.9599999999999,1.1368683772161603e-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371692-1,ATIVA,ATIVA,Y22S490041,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,09/01/2024,RESIDENCIAL,1.0,0.0,0.0,0.0,33.0,33.0,33.0,300.64,240.51,161.34,0.0,0.0,702.49,29.0,29.0,29.0,247.68,198.14,145.69,0.0,0.0,591.51,42.0,42.0,42.0,419.8,335.84,159.49,0.0,0.0,915.13,45.0,45.0,45.0,459.52,367.62,150.9,0.0,0.0,978.04,38.0,38.0,38.0,350.41,280.33,155.56,0.0,0.0,786.3,35.0,35.0,35.0,312.46,249.97,153.15,0.0,0.0,715.58,39.0,39.0,39.0,363.06,290.45,139.18,0.0,0.0,792.69,32.0,32.0,32.0,274.51,219.61,151.04,0.0,0.0,645.16,33.0,33.0,33.0,287.16,229.73,139.18,0.0,0.0,656.07,29.0,29.0,29.0,236.56,189.25,139.18,0.0,0.0,564.99,23.0,23.0,23.0,167.76,134.21,148.79,0.0,0.0,450.76,32.0,32.0,32.0,274.51,219.61,139.18,0.0,0.0,633.3,24.0,24.0,24.0,176.86,141.49,139.18,0.0,0.0,457.53,1.6,2024-01-09,2.346338124572211,8889.55,434.0,0,0,0.0,False,False,False,33.38461538461539,6.474803234313528,False,False,0,1264.482,False,False,702.49,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371756-1,ATIVA,ATIVA,Y21S228819,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,21/07/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,14.0,14.0,14.0,89.89,71.91,2.11,0.0,0.0,163.91,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,9.0,9.0,10.0,49.46,39.57,2.82,0.0,0.0,91.85,11.0,11.0,11.0,58.56,46.85,3.1,0.0,0.0,108.51,12.0,12.0,12.0,67.66,54.13,2.6,0.0,0.0,124.39,12.0,12.0,12.0,67.66,54.13,2.16,0.0,0.0,123.95,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,10.0,10.0,10.0,49.46,39.57,6.48,0.0,0.0,95.51,12.0,12.0,12.0,67.66,54.13,3.13,0.0,0.0,124.92,19.0,19.0,19.0,131.36,105.09,3.34,0.0,0.0,239.79,1.6,2022-07-21,3.8165639972621492,1579.6000000000001,153.0,0,0,0.0,False,False,False,11.384615384615385,2.902253766140536,False,False,0,295.03799999999995,False,False,163.91000000000003,2.842170943040401e-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371767-7,ATIVA,ATIVA,Y24L094723,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,21/05/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,14.0,14.0,14.0,89.89,71.91,4.12,0.0,0.0,165.92,19.0,19.0,19.0,137.54,110.03,2.57,0.0,0.0,250.14,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,11.0,11.0,11.0,58.56,46.85,4.74,0.0,0.0,110.15,13.0,13.0,13.0,76.76,61.41,0.0,0.0,92.93,45.24,18.0,18.0,18.0,122.26,97.81,1.91,0.0,0.0,221.98,0.0,0.0,10.0,49.46,39.57,3.9,0.0,0.0,92.93,0.0,0.0,10.0,49.46,39.57,4.84,0.0,0.0,93.87,0.0,0.0,10.0,49.46,39.57,2.76,0.0,0.0,91.79,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,1.96,0.0,0.0,90.99,0.0,0.0,10.0,49.46,39.57,2.05,0.0,0.0,91.08,1.6,2025-05-21,0.9828884325804244,1735.3399999999997,167.0,0,6,0.0,False,False,False,8.23076923076923,8.1767337219072,False,False,20,352.998,False,False,196.11,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371768-5,ATIVA,ATIVA,A23AA0210850,MULTIJATO,MARCA A,"1,5",3/4,CLASSE B,11/12/2023,RESIDENCIAL,1.0,0.0,0.0,0.0,52.0,52.0,52.0,558.46,446.77,0.0,0.0,0.0,1005.23,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,29.0,29.0,29.0,247.68,198.14,0.0,0.0,0.0,445.82,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,47.0,47.0,47.0,464.26,371.41,0.0,0.0,0.0,835.67,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,114.0,114.0,114.0,1503.17,1202.54,0.0,0.0,0.0,2705.71,31.0,31.0,31.0,261.86,209.49,0.0,0.0,0.0,471.35,31.0,31.0,31.0,261.86,209.49,0.0,0.0,0.0,471.35,47.0,47.0,47.0,464.26,371.41,0.0,0.0,0.0,835.67,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,1.5,2023-12-11,2.425735797399042,8555.410000000002,485.0,0,0,0.0,False,False,False,37.30769230769231,25.617001565967264,False,False,0,1809.4140000000002,False,False,1005.23,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371772-3,ATIVA,ATIVA,Y19S048655,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,27/06/2019,RESIDENCIAL,1.0,0.0,0.0,0.0,6.0,6.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,6.0,6.0,10.0,51.77,41.42,147.66,0.0,0.0,240.85,6.0,6.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,6.0,6.0,10.0,51.77,41.42,141.28,0.0,0.0,234.47,8.0,8.0,10.0,49.46,39.57,143.82,0.0,0.0,232.85,7.0,7.0,10.0,49.46,39.57,144.12,0.0,0.0,233.15,5.0,5.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,6.0,6.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,7.0,7.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,6.0,6.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,8.0,8.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,9.0,9.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,7.0,7.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,1.6,2019-06-27,6.882956878850103,3016.55,130.0,0,0,0.0,False,False,False,6.6923076923076925,1.1094003924504583,False,False,10,429.98400000000004,False,False,238.88,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371785-5,ATIVA,ATIVA,Y24L183628,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,25/06/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,14.0,14.0,14.0,89.89,71.91,2.59,0.0,0.0,164.39,9.0,9.0,10.0,51.77,41.42,4.69,0.0,0.0,97.88,10.0,10.0,10.0,51.77,41.42,2.96,0.0,0.0,96.15,14.0,14.0,14.0,89.89,71.91,5.93,0.0,0.0,167.73,13.0,13.0,13.0,76.76,61.41,2.94,0.0,0.0,141.11,10.0,10.0,10.0,49.46,39.57,2.9,0.0,0.0,91.93,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,10.0,10.0,10.0,49.46,39.57,3.74,0.0,0.0,92.77,10.0,10.0,10.0,49.46,39.57,5.7,0.0,0.0,94.73,12.0,12.0,12.0,67.66,54.13,5.57,0.0,0.0,127.36,16.0,16.0,16.0,104.06,83.25,2.71,0.0,0.0,190.02,16.0,16.0,16.0,104.06,83.25,2.73,0.0,0.0,190.04,9.0,9.0,10.0,49.46,39.57,3.71,0.0,0.0,92.74,1.6,2025-06-25,0.8870636550308009,1668.6399999999999,157.0,0,0,0.0,False,False,False,11.923076923076923,2.4987176198181626,False,False,0,295.90199999999993,False,False,164.39000000000001,2.842170943040401e-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371802-9,ATIVA,ATIVA,Y24L183802,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,24/03/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,33.0,33.0,33.0,300.64,240.51,0.0,0.0,0.0,541.15,29.0,29.0,29.0,247.68,198.14,0.0,0.0,0.0,445.82,23.0,23.0,23.0,167.76,134.21,100.05,0.0,0.0,402.02,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,50.3,0.0,0.0,139.33,1.0,1.0,10.0,49.46,39.57,50.3,0.0,0.0,139.33,127900.0,10.0,10.0,49.46,39.57,50.3,0.0,0.0,139.33,0.0,0.0,0.0,0.0,0.0,53.59,0.0,0.0,53.59,1.6,2025-03-24,1.1416837782340863,2841.3200000000006,201.0,0,3,0.0,False,False,False,9849.923076923076,35469.6357641799,False,False,20,445.626,False,False,247.57,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371803-7,ATIVA,ATIVA,Y24L094724,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,22/05/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,1.6,2025-05-22,0.9801505817932923,3585.11,275.0,0,0,0.0,False,False,False,21.153846153846153,3.647970985039808,False,False,0,260.37,False,False,144.65,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371805-3,ATIVA,ATIVA,B15S013526,ULTRASSONICO,MARCA A,"4,0",3/4,CLASSE C,10/11/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,45.0,45.0,45.0,459.52,367.62,145.69,0.0,0.0,972.83,25.0,25.0,25.0,194.72,155.78,145.69,0.0,0.0,496.19,38.0,38.0,38.0,366.84,293.47,145.69,0.0,0.0,806.0,18.0,18.0,18.0,128.01,102.41,139.18,0.0,0.0,369.6,36.0,36.0,36.0,325.11,260.09,139.18,0.0,0.0,724.38,36.0,36.0,36.0,325.11,260.09,139.18,0.0,0.0,724.38,40.0,40.0,40.0,375.71,300.57,139.18,0.0,0.0,815.46,59.0,59.0,59.0,642.97,514.38,139.18,0.0,0.0,1296.53,33.0,33.0,33.0,287.16,229.73,139.18,0.0,0.0,656.07,41.0,41.0,41.0,388.36,310.69,139.18,0.0,0.0,838.23,47.0,47.0,47.0,464.26,371.41,139.18,0.0,0.0,974.85,44.0,44.0,44.0,426.31,341.05,139.18,0.0,0.0,906.54,43.0,43.0,43.0,413.66,330.93,139.18,0.0,0.0,883.77,4.0,2022-11-10,3.509924709103354,10464.830000000002,505.0,0,0,0.0,False,False,False,38.84615384615385,10.155837023161883,False,False,0,1751.094,False,False,972.8299999999999,1.1368683772161603e-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371811-8,ATIVA,ATIVA,Y20S145762,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,25/08/2020,RESIDENCIAL,1.0,0.0,0.0,0.0,19.0,19.0,19.0,137.54,110.03,145.69,0.0,0.0,393.26,16.0,16.0,16.0,108.95,87.16,145.69,0.0,0.0,341.8,9.0,9.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,16.0,16.0,16.0,108.95,87.16,138.18,0.0,0.0,334.29,13.0,13.0,13.0,76.76,61.41,138.18,0.0,0.0,276.35,17.0,17.0,17.0,113.16,90.53,138.18,0.0,0.0,341.87,17.0,17.0,17.0,113.16,90.53,138.18,0.0,0.0,341.87,20.0,20.0,20.0,140.46,112.37,138.18,0.0,0.0,391.01,23.0,23.0,23.0,167.76,134.21,138.18,0.0,0.0,440.15,25.0,25.0,25.0,185.96,148.77,138.18,0.0,0.0,472.91,20.0,20.0,20.0,140.46,112.37,138.18,0.0,0.0,391.01,19.0,19.0,19.0,131.36,105.09,138.18,0.0,0.0,374.63,13.0,13.0,13.0,76.76,61.41,138.18,0.0,0.0,276.35,1.6,2020-08-25,5.71937029431896,4614.38,228.0,0,0,0.0,False,False,False,17.46153846153846,4.293704395495507,False,False,10,707.8679999999999,False,False,393.26,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371820-7,ATIVA,ATIVA,A23AA0210244,UNIJATO,MARCA A,"1,5",3/4,CLASSE B,10/02/2026,RESIDENCIAL,1.0,0.0,0.0,0.0,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,999903.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.5,2026-02-10,0.25735797399041754,1517.1,150.0,0,10,0.0,False,False,False,76918.69230769231,277322.2707532353,False,False,20,507.38399999999996,False,False,281.88,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371835-5,ATIVA,ATIVA,Y19S048511,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,27/06/2019,RESIDENCIAL,1.0,0.0,0.0,0.0,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,7.58,0.0,0.0,96.61,14.0,14.0,14.0,85.86,68.69,7.1,0.0,0.0,161.65,29.0,29.0,29.0,236.56,189.25,171.21,0.0,0.0,597.02,12.0,12.0,12.0,67.66,54.13,173.61,0.0,0.0,295.4,10.0,10.0,10.0,49.46,39.57,174.21,0.0,0.0,263.24,10.0,10.0,10.0,49.46,39.57,174.71,0.0,0.0,263.74,14.0,14.0,14.0,85.86,68.69,172.28,0.0,0.0,326.83,17.0,17.0,17.0,113.16,90.53,177.99,0.0,0.0,381.68,1.6,2019-06-27,6.882956878850103,2950.8799999999997,172.0,0,2,0.0,False,False,False,11.076923076923077,7.642660296667411,False,False,10,352.998,False,False,196.11,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
